CustomerID,Name,Age,Address
1777,Customer 1777,54,Address 1777
1778,Customer 1778,26,Address 1778
1779,Customer 1779,29,Address 1779
1780,Customer 1780,48,Address 1780
1781,Customer 1781,18,Address 1781
1782,Customer 1782,19,Address 1782
1783,Customer 1783,31,Address 1783
1784,Customer 1784,49,Address 1784
1785,Customer 1785,26,Address 1785
1786,Customer 1786,50,Address 1786
1787,Customer 1787,35,Address 1787
1788,Customer 1788,27,Address 1788
1789,Customer 1789,53,Address 1789
1790,Customer 1790,30,Address 1790
1791,Customer 1791,60,Address 1791
1792,Customer 1792,28,Address 1792
1793,Customer 1793,64,Address 1793
1794,Customer 1794,48,Address 1794
1795,Customer 1795,51,Address 1795
1796,Customer 1796,33,Address 1796
1797,Customer 1797,27,Address 1797
1798,Customer 1798,43,Address 1798
1799,Customer 1799,24,Address 1799
1800,Customer 1800,58,Address 1800
1801,Customer 1801,27,Address 1801
1802,Customer 1802,23,Address 1802
1803,Customer 1803,36,Address 1803
1804,Customer 1804,24,Address 1804
1805,Customer 1805,38,Address 1805
1806,Customer 1806,61,Address 1806
1807,Customer 1807,59,Address 1807
1808,Customer 1808,43,Address 1808
1809,Customer 1809,54,Address 1809
1810,Customer 1810,57,Address 1810
1811,Customer 1811,36,Address 1811
1812,Customer 1812,30,Address 1812
1813,Customer 1813,29,Address 1813
1814,Customer 1814,28,Address 1814
1815,Customer 1815,34,Address 1815
1816,Customer 1816,49,Address 1816
1817,Customer 1817,28,Address 1817
1818,Customer 1818,45,Address 1818
1819,Customer 1819,46,Address 1819
1820,Customer 1820,20,Address 1820
1821,Customer 1821,26,Address 1821
1822,Customer 1822,44,Address 1822
1823,Customer 1823,25,Address 1823
1824,Customer 1824,49,Address 1824
1825,Customer 1825,54,Address 1825
1826,Customer 1826,51,Address 1826
1827,Customer 1827,21,Address 1827
1828,Customer 1828,62,Address 1828
1829,Customer 1829,59,Address 1829
1830,Customer 1830,22,Address 1830
1831,Customer 1831,31,Address 1831
1832,Customer 1832,47,Address 1832
1833,Customer 1833,49,Address 1833
1834,Customer 1834,41,Address 1834
1835,Customer 1835,33,Address 1835
1836,Customer 1836,47,Address 1836
1837,Customer 1837,29,Address 1837
1838,Customer 1838,48,Address 1838
1839,Customer 1839,18,Address 1839
1840,Customer 1840,36,Address 1840
1841,Customer 1841,22,Address 1841
1842,Customer 1842,20,Address 1842
1843,Customer 1843,33,Address 1843
1844,Customer 1844,34,Address 1844
1845,Customer 1845,24,Address 1845
1846,Customer 1846,52,Address 1846
1847,Customer 1847,27,Address 1847
1848,Customer 1848,63,Address 1848
1849,Customer 1849,43,Address 1849
1850,Customer 1850,18,Address 1850
1851,Customer 1851,21,Address 1851
1852,Customer 1852,21,Address 1852
1853,Customer 1853,30,Address 1853
1854,Customer 1854,57,Address 1854
1855,Customer 1855,56,Address 1855
1856,Customer 1856,49,Address 1856
1857,Customer 1857,46,Address 1857
1858,Customer 1858,27,Address 1858
1859,Customer 1859,33,Address 1859
1860,Customer 1860,21,Address 1860
1861,Customer 1861,55,Address 1861
1862,Customer 1862,35,Address 1862
1863,Customer 1863,47,Address 1863
1864,Customer 1864,50,Address 1864
1865,Customer 1865,45,Address 1865
1866,Customer 1866,35,Address 1866
1867,Customer 1867,58,Address 1867
1868,Customer 1868,56,Address 1868
1869,Customer 1869,55,Address 1869
1870,Customer 1870,19,Address 1870
1871,Customer 1871,51,Address 1871
1872,Customer 1872,27,Address 1872
1873,Customer 1873,31,Address 1873
1874,Customer 1874,51,Address 1874
1875,Customer 1875,56,Address 1875
1876,Customer 1876,31,Address 1876
1877,Customer 1877,43,Address 1877
1878,Customer 1878,55,Address 1878
1879,Customer 1879,50,Address 1879
1880,Customer 1880,60,Address 1880
1881,Customer 1881,34,Address 1881
1882,Customer 1882,36,Address 1882
1883,Customer 1883,58,Address 1883
1884,Customer 1884,55,Address 1884
1885,Customer 1885,19,Address 1885
1886,Customer 1886,37,Address 1886
1887,Customer 1887,40,Address 1887
1888,Customer 1888,40,Address 1888
1889,Customer 1889,20,Address 1889
1890,Customer 1890,24,Address 1890
1891,Customer 1891,33,Address 1891
1892,Customer 1892,59,Address 1892
1893,Customer 1893,45,Address 1893
1894,Customer 1894,26,Address 1894
1895,Customer 1895,20,Address 1895
1896,Customer 1896,57,Address 1896
1897,Customer 1897,27,Address 1897
1898,Customer 1898,38,Address 1898
1899,Customer 1899,46,Address 1899
1900,Customer 1900,60,Address 1900
1901,Customer 1901,57,Address 1901
1902,Customer 1902,35,Address 1902
1903,Customer 1903,18,Address 1903
1904,Customer 1904,36,Address 1904
1905,Customer 1905,20,Address 1905
1906,Customer 1906,47,Address 1906
1907,Customer 1907,35,Address 1907
1908,Customer 1908,59,Address 1908
1909,Customer 1909,64,Address 1909
1910,Customer 1910,18,Address 1910
1911,Customer 1911,49,Address 1911
1912,Customer 1912,45,Address 1912
1913,Customer 1913,57,Address 1913
1914,Customer 1914,18,Address 1914
1915,Customer 1915,56,Address 1915
1916,Customer 1916,64,Address 1916
1917,Customer 1917,37,Address 1917
1918,Customer 1918,63,Address 1918
1919,Customer 1919,59,Address 1919
1920,Customer 1920,33,Address 1920
1921,Customer 1921,44,Address 1921
1922,Customer 1922,46,Address 1922
1923,Customer 1923,41,Address 1923
1924,Customer 1924,60,Address 1924
1925,Customer 1925,21,Address 1925
1926,Customer 1926,62,Address 1926
1927,Customer 1927,44,Address 1927
1928,Customer 1928,60,Address 1928
1929,Customer 1929,38,Address 1929
1930,Customer 1930,61,Address 1930
1931,Customer 1931,26,Address 1931
1932,Customer 1932,22,Address 1932
1933,Customer 1933,36,Address 1933
1934,Customer 1934,56,Address 1934
1935,Customer 1935,35,Address 1935
1936,Customer 1936,62,Address 1936
1937,Customer 1937,27,Address 1937
1938,Customer 1938,35,Address 1938
1939,Customer 1939,53,Address 1939
1940,Customer 1940,29,Address 1940
1941,Customer 1941,63,Address 1941
1942,Customer 1942,51,Address 1942
1943,Customer 1943,26,Address 1943
1944,Customer 1944,51,Address 1944
1945,Customer 1945,55,Address 1945
1946,Customer 1946,18,Address 1946
1947,Customer 1947,22,Address 1947
1948,Customer 1948,26,Address 1948
1949,Customer 1949,53,Address 1949
1950,Customer 1950,48,Address 1950
1951,Customer 1951,18,Address 1951
1952,Customer 1952,50,Address 1952
1953,Customer 1953,18,Address 1953
1954,Customer 1954,46,Address 1954
1955,Customer 1955,34,Address 1955
1956,Customer 1956,28,Address 1956
1957,Customer 1957,57,Address 1957
1958,Customer 1958,57,Address 1958
1959,Customer 1959,44,Address 1959
1960,Customer 1960,34,Address 1960
1961,Customer 1961,47,Address 1961
1962,Customer 1962,39,Address 1962
1963,Customer 1963,37,Address 1963
1964,Customer 1964,54,Address 1964
1965,Customer 1965,44,Address 1965
1966,Customer 1966,25,Address 1966
1967,Customer 1967,21,Address 1967
1968,Customer 1968,60,Address 1968
1969,Customer 1969,43,Address 1969
1970,Customer 1970,22,Address 1970
1971,Customer 1971,55,Address 1971
1972,Customer 1972,39,Address 1972
1973,Customer 1973,29,Address 1973
1974,Customer 1974,54,Address 1974
1975,Customer 1975,51,Address 1975
1976,Customer 1976,54,Address 1976
1977,Customer 1977,40,Address 1977
1978,Customer 1978,51,Address 1978
1979,Customer 1979,20,Address 1979
1980,Customer 1980,44,Address 1980
1981,Customer 1981,48,Address 1981
1982,Customer 1982,46,Address 1982
1983,Customer 1983,42,Address 1983
1984,Customer 1984,34,Address 1984
1985,Customer 1985,47,Address 1985
1986,Customer 1986,51,Address 1986
1987,Customer 1987,30,Address 1987
1988,Customer 1988,25,Address 1988
1989,Customer 1989,18,Address 1989
1990,Customer 1990,63,Address 1990
1991,Customer 1991,61,Address 1991
1992,Customer 1992,55,Address 1992
1993,Customer 1993,60,Address 1993
1994,Customer 1994,63,Address 1994
1995,Customer 1995,38,Address 1995
1996,Customer 1996,33,Address 1996
1997,Customer 1997,58,Address 1997
1998,Customer 1998,25,Address 1998
1999,Customer 1999,57,Address 1999
2000,Customer 2000,42,Address 2000
